Insight Version,1.0.5.2,,14:30,steady,
Generation Time,05/11/2022 08:45,,,,
Date From,04/11/2022 08:04,,,,
Date To,05/11/2022 08:45,,,,
,,,,,
GMP251,U3930116,1.3.4,,,
,,,,,
GMP251,U3730359,1.3.4,,,
,,,,,
Timestamp,GMP251 U3930116 - Carbon dioxide concentration (%),GMP251 U3730359 - Carbon dioxide concentration (%),,,
04/11/2022 08:10,13.354703,14.677123,,,
04/11/2022 08:10,13.376355,14.669092,,,
04/11/2022 08:10,13.376362,14.672264,,,
04/11/2022 08:10,13.492045,14.690761,,,
04/11/2022 08:10,13.527516,14.70565,,,
04/11/2022 08:10,13.516055,14.719588,,,
04/11/2022 08:10,13.510945,14.722336,,,
04/11/2022 08:11,13.522253,14.724616,,,
04/11/2022 08:11,13.534172,14.719862,,,
04/11/2022 08:11,13.535108,14.709594,,,
04/11/2022 08:11,13.526269,14.723083,,,
04/11/2022 08:11,13.510103,14.750002,,,
04/11/2022 08:11,13.527869,14.782047,,,
04/11/2022 08:11,13.544505,14.844206,,,
04/11/2022 08:11,13.560377,14.848011,,,
04/11/2022 08:11,13.57685,14.847834,,,
04/11/2022 08:11,13.616353,14.849772,,,
04/11/2022 08:11,13.647277,14.851427,,,
04/11/2022 08:11,13.658405,14.864406,,,
04/11/2022 08:12,13.661073,14.871681,,,
04/11/2022 08:12,13.672036,14.872164,,,
04/11/2022 08:12,13.676638,14.869331,,,
04/11/2022 08:12,13.677367,14.867083,,,
04/11/2022 08:12,13.679283,14.864464,,,
04/11/2022 08:12,13.682889,14.864703,,,
04/11/2022 08:12,13.691167,14.865547,,,
04/11/2022 08:12,13.72309,14.867505,,,
04/11/2022 08:12,13.789534,14.874614,,,
04/11/2022 08:12,13.81649,14.886108,,,
04/11/2022 08:12,13.850948,14.892242,,,
04/11/2022 08:12,13.877281,14.89698,,,
04/11/2022 08:13,13.905827,14.896505,,,
04/11/2022 08:13,13.913298,14.89441,,,
04/11/2022 08:13,13.914078,14.891256,,,
04/11/2022 08:13,13.913138,14.888227,,,
04/11/2022 08:13,13.91468,14.883466,,,
04/11/2022 08:13,13.916478,14.884586,,,
04/11/2022 08:13,13.911633,14.898981,,,
04/11/2022 08:13,13.90754,14.913283,,,
04/11/2022 08:13,13.912955,14.929914,,,
04/11/2022 08:13,13.928383,14.938048,,,
04/11/2022 08:13,13.931219,14.946966,,,
04/11/2022 08:13,13.938352,14.945558,,,
04/11/2022 08:14,13.939983,14.94343,,,
04/11/2022 08:14,13.942625,14.93048,,,
04/11/2022 08:14,13.944005,14.922045,,,
04/11/2022 08:14,13.949177,14.927555,,,
04/11/2022 08:14,13.95055,14.934628,,,
04/11/2022 08:14,13.965364,14.937325,,,
04/11/2022 08:14,13.98851,14.93506,,,
04/11/2022 08:14,14.00109,14.93382,,,
04/11/2022 08:14,14.043845,14.933973,,,
04/11/2022 08:14,14.060517,14.935125,,,
04/11/2022 08:14,14.092086,14.935902,,,
04/11/2022 08:14,14.107795,14.934073,,,
04/11/2022 08:15,14.126366,14.930816,,,
04/11/2022 08:15,14.134767,14.929339,,,
04/11/2022 08:15,14.085383,14.928284,,,
04/11/2022 08:15,14.062095,14.920119,,,
04/11/2022 08:15,14.065922,14.905269,,,
04/11/2022 08:15,14.06908,14.898542,,,
04/11/2022 08:15,14.069267,14.898298,,,
04/11/2022 08:15,14.068056,14.891423,,,
04/11/2022 08:15,14.069366,14.872117,,,
04/11/2022 08:15,14.088133,14.869306,,,
04/11/2022 08:15,14.13505,14.865372,,,
04/11/2022 08:15,14.213577,14.862819,,,
04/11/2022 08:16,14.221525,14.862981,,,
04/11/2022 08:16,14.22895,14.862925,,,
04/11/2022 08:16,14.230034,14.862898,,,
04/11/2022 08:16,14.227152,14.863092,,,
04/11/2022 08:16,14.225998,14.863202,,,
04/11/2022 08:16,14.226522,14.863356,,,
04/11/2022 08:16,14.23151,14.862388,,,
04/11/2022 08:16,14.237464,14.862514,,,
04/11/2022 08:16,14.239477,14.862722,,,
04/11/2022 08:16,14.237653,14.866625,,,
04/11/2022 08:16,14.213667,14.869689,,,
04/11/2022 08:16,14.196173,14.865822,,,
04/11/2022 08:17,14.190469,14.85996,,,
04/11/2022 08:17,14.173831,14.859622,,,
04/11/2022 08:17,14.118547,14.859516,,,
04/11/2022 08:17,14.06744,14.847511,,,
04/11/2022 08:17,14.004384,14.84309,,,
04/11/2022 08:17,13.97472,14.828322,,,
04/11/2022 08:17,13.895077,14.822862,,,
04/11/2022 08:17,13.829152,14.823286,,,
04/11/2022 08:17,13.764419,14.84572,,,
04/11/2022 08:17,13.745094,14.88075,,,
04/11/2022 08:17,13.736766,14.893075,,,
04/11/2022 08:17,13.692578,14.895264,,,
04/11/2022 08:18,13.617986,14.89773,,,
04/11/2022 08:18,13.564623,14.904747,,,
04/11/2022 08:18,13.554027,14.921755,,,
04/11/2022 08:18,13.52956,14.927645,,,
04/11/2022 08:18,13.50399,14.927972,,,
04/11/2022 08:18,13.47297,14.92979,,,
04/11/2022 08:18,13.454056,14.929672,,,
04/11/2022 08:18,13.444998,14.92992,,,
04/11/2022 08:18,13.4477,14.931048,,,
04/11/2022 08:18,13.448281,14.932064,,,
04/11/2022 08:18,13.445258,14.933656,,,
04/11/2022 08:18,13.449992,14.934122,,,
04/11/2022 08:19,13.43805,14.934508,,,
04/11/2022 08:19,13.422464,14.943533,,,
04/11/2022 08:19,13.397277,14.948961,,,
04/11/2022 08:19,13.384022,14.936716,,,
04/11/2022 08:19,13.35716,14.926166,,,
04/11/2022 08:19,13.340175,14.917878,,,
04/11/2022 08:19,13.329398,14.901797,,,
04/11/2022 08:19,13.322123,14.859112,,,
04/11/2022 08:19,13.314014,14.829108,,,
04/11/2022 08:19,13.287728,14.821086,,,
04/11/2022 08:19,13.27069,14.82123,,,
04/11/2022 08:19,13.269767,14.821802,,,
04/11/2022 08:20,13.253862,14.829,,,
04/11/2022 08:20,13.198998,14.846525,,,
04/11/2022 08:20,13.177367,14.846423,,,
04/11/2022 08:20,13.109962,14.846866,,,
04/11/2022 08:20,13.069086,14.851166,,,
04/11/2022 08:20,13.038108,14.859911,,,
04/11/2022 08:20,13.019269,14.863908,,,
04/11/2022 08:20,13.012955,14.862936,,,
04/11/2022 08:20,13.005902,14.863292,,,
04/11/2022 08:20,13.002922,14.867953,,,
04/11/2022 08:20,13.014941,14.872708,,,
04/11/2022 08:20,13.021583,14.87335,,,
04/11/2022 08:21,13.021311,14.870486,,,
04/11/2022 08:21,13.017508,14.868281,,,
04/11/2022 08:21,13.016433,14.864995,,,
04/11/2022 08:21,13.017716,14.86466,,,
04/11/2022 08:21,13.021755,14.861489,,,
04/11/2022 08:21,13.024106,14.847575,,,
04/11/2022 08:21,13.024359,14.836203,,,
04/11/2022 08:21,13.025044,14.836977,,,
04/11/2022 08:21,13.024066,14.840756,,,
04/11/2022 08:21,13.021767,14.886764,,,
04/11/2022 08:21,13.020555,14.898367,,,
04/11/2022 08:21,13.019153,14.910208,,,
04/11/2022 08:22,13.013077,14.913152,,,
04/11/2022 08:22,13.007148,14.921788,,,
04/11/2022 08:22,13.007427,14.927734,,,
04/11/2022 08:22,13.011577,14.932528,,,
04/11/2022 08:22,13.011411,14.9459,,,
04/11/2022 08:22,13.013283,14.990622,,,
04/11/2022 08:22,13.014539,14.995423,,,
04/11/2022 08:22,13.014367,14.987188,,,
04/11/2022 08:22,13.013953,14.983134,,,
04/11/2022 08:22,13.021184,14.970322,,,
04/11/2022 08:22,13.023216,14.955353,,,
04/11/2022 08:22,13.025861,14.954762,,,
04/11/2022 08:23,13.025444,14.954014,,,
04/11/2022 08:23,13.025091,14.95375,,,
04/11/2022 08:23,13.026606,14.94471,,,
04/11/2022 08:23,13.033383,14.929802,,,
04/11/2022 08:23,13.033988,14.912028,,,
04/11/2022 08:23,13.033161,14.896986,,,
04/11/2022 08:23,13.032308,14.886788,,,
04/11/2022 08:23,13.032522,14.888873,,,
04/11/2022 08:23,13.032614,14.891914,,,
04/11/2022 08:23,13.031311,14.889766,,,
04/11/2022 08:23,13.028384,14.874125,,,
04/11/2022 08:23,13.024997,14.877958,,,
04/11/2022 08:24,13.018859,14.877958,,,
04/11/2022 08:24,13.0119,14.892278,,,
04/11/2022 08:24,12.979934,14.892278,,,
04/11/2022 08:24,12.964119,14.868803,,,
04/11/2022 08:24,12.942728,14.870939,,,
04/11/2022 08:24,12.930205,14.878089,,,
04/11/2022 08:24,12.926652,14.883781,,,
04/11/2022 08:24,12.923295,14.883781,,,
04/11/2022 08:24,12.92183,14.883662,,,
04/11/2022 08:24,12.903595,14.883827,,,
04/11/2022 08:24,12.896377,14.884066,,,
04/11/2022 08:24,12.89138,14.882292,,,
04/11/2022 08:25,12.891378,14.88414,,,
04/11/2022 08:25,12.891684,14.894945,,,
04/11/2022 08:25,12.885577,14.898481,,,
04/11/2022 08:25,12.845286,14.898097,,,
04/11/2022 08:25,12.828786,14.88743,,,
04/11/2022 08:25,12.822284,14.863603,,,
04/11/2022 08:25,12.821098,14.844233,,,
04/11/2022 08:25,12.820206,14.835778,,,
04/11/2022 08:25,12.811591,14.838462,,,
04/11/2022 08:25,12.803888,14.8355,,,
04/11/2022 08:25,12.784814,14.833356,,,
04/11/2022 08:25,12.772303,14.83741,,,
04/11/2022 08:26,12.744,14.839597,,,
04/11/2022 08:26,12.723841,14.841373,,,
04/11/2022 08:26,12.715903,14.83776,,,
04/11/2022 08:26,12.719875,14.827002,,,
04/11/2022 08:26,12.737972,14.825625,,,
04/11/2022 08:26,12.754017,14.828489,,,
04/11/2022 08:26,12.75392,14.846945,,,
04/11/2022 08:26,12.753517,14.859197,,,
04/11/2022 08:26,12.751377,14.874248,,,
04/11/2022 08:26,12.750902,14.875783,,,
04/11/2022 08:26,12.75183,14.876847,,,
04/11/2022 08:26,12.746505,14.87684,,,
04/11/2022 08:27,12.745548,14.871084,,,
04/11/2022 08:27,12.73257,14.865638,,,
04/11/2022 08:27,12.724028,14.865972,,,
04/11/2022 08:27,12.718369,14.867227,,,
04/11/2022 08:27,12.714633,14.866822,,,
04/11/2022 08:27,12.713798,14.866616,,,
04/11/2022 08:27,12.710213,14.865458,,,
04/11/2022 08:27,12.706822,14.871027,,,
04/11/2022 08:27,12.707752,14.904166,,,
04/11/2022 08:27,12.709772,14.929466,,,
04/11/2022 08:27,12.710225,14.948919,,,
04/11/2022 08:27,12.711003,14.95182,,,
04/11/2022 08:28,12.724198,14.951792,,,
04/11/2022 08:28,12.741308,14.951667,,,
04/11/2022 08:28,12.764523,14.95932,,,
04/11/2022 08:28,12.768863,14.970675,,,
04/11/2022 08:28,12.768511,14.971256,,,
04/11/2022 08:28,12.768383,14.974377,,,
04/11/2022 08:28,12.784619,14.973136,,,
04/11/2022 08:28,12.78672,14.96325,,,
04/11/2022 08:28,12.78608,14.962758,,,
04/11/2022 08:28,12.785828,14.963133,,,
04/11/2022 08:28,12.785627,14.964775,,,
04/11/2022 08:28,12.7856,14.984173,,,
04/11/2022 08:29,12.785541,15.013206,,,
04/11/2022 08:29,12.793669,15.029917,,,
04/11/2022 08:29,12.797306,15.041023,,,
04/11/2022 08:29,12.790367,15.052208,,,
04/11/2022 08:29,12.778311,15.061305,,,
04/11/2022 08:29,12.771972,15.061092,,,
04/11/2022 08:29,12.772322,15.060603,,,
04/11/2022 08:29,12.772528,15.059331,,,
04/11/2022 08:29,12.772088,15.055411,,,
04/11/2022 08:29,12.77498,15.04454,,,
04/11/2022 08:29,12.77827,15.03159,,,
04/11/2022 08:29,12.781272,15.022739,,,
04/11/2022 08:30,12.775855,15.017447,,,
04/11/2022 08:30,12.768147,15.014978,,,
04/11/2022 08:30,12.763264,15.015986,,,
04/11/2022 08:30,12.75623,15.019198,,,
04/11/2022 08:30,12.743334,15.023477,,,
04/11/2022 08:30,12.732105,15.023127,,,
04/11/2022 08:30,12.722736,14.997831,,,
04/11/2022 08:30,12.720964,14.970553,,,
04/11/2022 08:30,12.713248,14.964792,,,
04/11/2022 08:30,12.710317,14.943738,,,
04/11/2022 08:30,12.710102,14.940903,,,
04/11/2022 08:30,12.710102,14.940423,,,
04/11/2022 08:31,12.711248,14.940189,,,
04/11/2022 08:31,12.711248,14.942705,,,
04/11/2022 08:31,12.715942,14.944234,,,
04/11/2022 08:31,12.715942,14.941955,,,
04/11/2022 08:31,12.709466,14.93868,,,
04/11/2022 08:31,12.709466,14.93858,,,
04/11/2022 08:31,12.697398,14.939433,,,
04/11/2022 08:31,12.69208,14.93959,,,
04/11/2022 08:31,12.679195,14.939756,,,
04/11/2022 08:31,12.669259,14.939556,,,
04/11/2022 08:31,12.664439,14.9394,,,
04/11/2022 08:31,12.664316,14.93577,,,
04/11/2022 08:32,12.666828,14.88992,,,
04/11/2022 08:32,12.669472,14.853006,,,
04/11/2022 08:32,12.669672,14.850525,,,
04/11/2022 08:32,12.669106,14.85169,,,
04/11/2022 08:32,12.662906,14.851453,,,
04/11/2022 08:32,12.652933,14.850934,,,
04/11/2022 08:32,12.640933,14.849895,,,
04/11/2022 08:32,12.632817,14.848166,,,
04/11/2022 08:32,12.625831,14.846472,,,
04/11/2022 08:32,12.634084,14.851708,,,
04/11/2022 08:32,12.680206,14.86806,,,
04/11/2022 08:32,12.734286,14.892002,,,
04/11/2022 08:33,12.735241,14.892645,,,
04/11/2022 08:33,12.712144,14.895528,,,
04/11/2022 08:33,12.707361,14.902311,,,
04/11/2022 08:33,12.703177,14.909805,,,
04/11/2022 08:33,12.701405,14.91349,,,
04/11/2022 08:33,12.706402,14.90968,,,
04/11/2022 08:33,12.713303,14.909608,,,
04/11/2022 08:33,12.717481,14.90887,,,
04/11/2022 08:33,12.705595,14.908833,,,
04/11/2022 08:33,12.696366,14.909125,,,
04/11/2022 08:33,12.694603,14.909908,,,
04/11/2022 08:33,12.695991,14.91056,,,
04/11/2022 08:34,12.696005,14.911783,,,
04/11/2022 08:34,12.694927,14.911777,,,
04/11/2022 08:34,12.687366,14.896592,,,
04/11/2022 08:34,12.676925,14.880452,,,
04/11/2022 08:34,12.661761,14.867211,,,
04/11/2022 08:34,12.66813,14.865677,,,
04/11/2022 08:34,12.681002,14.85325,,,
04/11/2022 08:34,12.688377,14.845877,,,
04/11/2022 08:34,12.693413,14.847103,,,
04/11/2022 08:34,12.695195,14.874036,,,
04/11/2022 08:34,12.706477,14.892008,,,
04/11/2022 08:34,12.69297,14.906123,,,
04/11/2022 08:35,12.681539,14.925289,,,
04/11/2022 08:35,12.691177,14.930048,,,
04/11/2022 08:35,12.713433,14.929656,,,
04/11/2022 08:35,12.722744,14.92824,,,
04/11/2022 08:35,12.722627,14.933758,,,
04/11/2022 08:35,12.705031,14.970319,,,
04/11/2022 08:35,12.679745,14.973927,,,
04/11/2022 08:35,12.66215,14.971533,,,
04/11/2022 08:35,12.661494,14.971936,,,
04/11/2022 08:35,12.653777,14.992656,,,
04/11/2022 08:35,12.648477,15.01157,,,
04/11/2022 08:35,12.644986,15.02346,,,
04/11/2022 08:36,12.639031,15.02363,,,
04/11/2022 08:36,12.636989,15.02423,,,
04/11/2022 08:36,12.645775,15.024239,,,
04/11/2022 08:36,12.653398,15.004008,,,
04/11/2022 08:36,12.661661,14.984678,,,
04/11/2022 08:36,12.664783,14.97992,,,
04/11/2022 08:36,12.66748,14.977017,,,
04/11/2022 08:36,12.678831,14.979295,,,
04/11/2022 08:36,12.687598,15.008892,,,
04/11/2022 08:36,12.685172,15.02507,,,
04/11/2022 08:36,12.698117,14.985939,,,
04/11/2022 08:36,12.717003,14.97641,,,
04/11/2022 08:37,12.732059,14.977236,,,
04/11/2022 08:37,12.732584,14.977203,,,
04/11/2022 08:37,12.732213,14.9763,,,
04/11/2022 08:37,12.732017,14.97558,,,
04/11/2022 08:37,12.731952,14.974475,,,
04/11/2022 08:37,12.731725,14.97139,,,
04/11/2022 08:37,12.731033,14.969503,,,
04/11/2022 08:37,12.729602,14.970502,,,
04/11/2022 08:37,12.728848,14.970903,,,
04/11/2022 08:37,12.7273,14.970375,,,
04/11/2022 08:37,12.727178,14.969628,,,
04/11/2022 08:37,12.725748,14.967738,,,
04/11/2022 08:38,12.721905,14.966036,,,
04/11/2022 08:38,12.717589,14.96178,,,
04/11/2022 08:38,12.714063,14.957386,,,
04/11/2022 08:38,12.712373,14.934889,,,
04/11/2022 08:38,12.673298,14.90847,,,
04/11/2022 08:38,12.647719,14.885855,,,
04/11/2022 08:38,12.658266,14.865511,,,
04/11/2022 08:38,12.665859,14.863169,,,
04/11/2022 08:38,12.670789,14.863336,,,
04/11/2022 08:38,12.670375,14.86636,,,
04/11/2022 08:38,12.669692,14.875772,,,
04/11/2022 08:38,12.668359,14.88148,,,
04/11/2022 08:39,12.661983,14.88185,,,
04/11/2022 08:39,12.662358,14.8813,,,
04/11/2022 08:39,12.662277,14.880736,,,
04/11/2022 08:39,12.663656,14.880677,,,
04/11/2022 08:39,12.690431,14.89444,,,
04/11/2022 08:39,12.718067,14.914223,,,
04/11/2022 08:39,12.736363,14.923938,,,
04/11/2022 08:39,12.752609,14.934155,,,
04/11/2022 08:39,12.742281,14.941205,,,
04/11/2022 08:39,12.735953,14.937416,,,
04/11/2022 08:39,12.735564,14.935434,,,
04/11/2022 08:39,12.733498,14.934164,,,
04/11/2022 08:40,12.727194,14.93449,,,
04/11/2022 08:40,12.716073,14.934108,,,
04/11/2022 08:40,12.710677,14.932939,,,
04/11/2022 08:40,12.692084,14.933911,,,
04/11/2022 08:40,12.679989,14.935153,,,
04/11/2022 08:40,12.680181,14.937698,,,
04/11/2022 08:40,12.700202,14.939381,,,
04/11/2022 08:40,12.725048,14.937972,,,
04/11/2022 08:40,12.725239,14.930019,,,
04/11/2022 08:40,12.725766,14.92855,,,
04/11/2022 08:40,12.735964,14.92823,,,
04/11/2022 08:40,12.737669,14.928042,,,
04/11/2022 08:41,12.738131,14.92867,,,
04/11/2022 08:41,12.736503,14.92278,,,
04/11/2022 08:41,12.726673,14.915067,,,
04/11/2022 08:41,12.715911,14.914455,,,
04/11/2022 08:41,12.689148,14.924736,,,
04/11/2022 08:41,12.675858,14.930716,,,
04/11/2022 08:41,12.673084,14.929769,,,
04/11/2022 08:41,12.67225,14.929414,,,
04/11/2022 08:41,12.672428,14.931148,,,
04/11/2022 08:41,12.67402,14.931722,,,
04/11/2022 08:41,12.672108,14.933203,,,
04/11/2022 08:41,12.659758,14.937848,,,
04/11/2022 08:42,12.648917,14.937573,,,
04/11/2022 08:42,12.625842,14.936252,,,
04/11/2022 08:42,12.602563,14.935497,,,
04/11/2022 08:42,12.600719,14.936258,,,
04/11/2022 08:42,12.600706,14.946519,,,
04/11/2022 08:42,12.601419,14.967012,,,
04/11/2022 08:42,12.601153,14.986234,,,
04/11/2022 08:42,12.602683,14.989473,,,
04/11/2022 08:42,12.608455,14.992675,,,
04/11/2022 08:42,12.603547,14.992355,,,
04/11/2022 08:42,12.598677,14.989812,,,
04/11/2022 08:42,12.580473,14.990436,,,
04/11/2022 08:43,12.570772,14.99012,,,
04/11/2022 08:43,12.591734,14.979498,,,
04/11/2022 08:43,12.620264,14.978847,,,
04/11/2022 08:43,12.63025,14.98105,,,
04/11/2022 08:43,12.662956,14.987955,,,
04/11/2022 08:43,12.702813,14.998311,,,
04/11/2022 08:43,12.735194,14.997494,,,
04/11/2022 08:43,12.73608,14.967994,,,
04/11/2022 08:43,12.737191,14.894495,,,
04/11/2022 08:43,12.728159,14.879948,,,
04/11/2022 08:43,12.715061,14.88095,,,
04/11/2022 08:43,12.71243,14.885498,,,
04/11/2022 08:44,12.710444,14.892998,,,
04/11/2022 08:44,12.744556,14.902036,,,
04/11/2022 08:44,12.754295,14.902502,,,
04/11/2022 08:44,12.754948,14.902427,,,
04/11/2022 08:44,12.754894,14.902542,,,
04/11/2022 08:44,12.755842,14.90392,,,
04/11/2022 08:44,12.755073,14.901802,,,
04/11/2022 08:44,12.734,14.899038,,,
04/11/2022 08:44,12.70785,14.897922,,,
04/11/2022 08:44,12.685447,14.897972,,,
04/11/2022 08:44,12.675706,14.913027,,,
04/11/2022 08:44,12.672763,14.931919,,,
04/11/2022 08:45,12.672728,14.933844,,,
04/11/2022 08:45,12.673177,14.936222,,,
04/11/2022 08:45,12.669683,14.94458,,,
04/11/2022 08:45,12.655159,14.957136,,,
04/11/2022 08:45,12.654513,14.96058,,,
04/11/2022 08:45,12.660833,14.961044,,,
04/11/2022 08:45,12.682773,14.960734,,,
04/11/2022 08:45,12.703636,14.961466,,,
04/11/2022 08:45,12.72482,14.966475,,,
04/11/2022 08:45,12.731066,14.966633,,,
04/11/2022 08:45,12.733295,14.966577,,,
04/11/2022 08:45,12.707845,14.966111,,,
04/11/2022 08:46,12.673444,14.962166,,,
04/11/2022 08:46,12.66113,14.951614,,,
04/11/2022 08:46,12.653011,14.940614,,,
04/11/2022 08:46,12.649817,14.93761,,,
04/11/2022 08:46,12.649611,14.938828,,,
04/11/2022 08:46,12.650163,14.9406,,,
04/11/2022 08:46,12.647342,14.941489,,,
04/11/2022 08:46,12.644686,14.943297,,,
04/11/2022 08:46,12.64372,14.966464,,,
04/11/2022 08:46,12.643627,14.992477,,,
04/11/2022 08:46,12.644297,15.008369,,,
04/11/2022 08:46,12.651138,15.007923,,,
04/11/2022 08:47,12.651983,14.994477,,,
04/11/2022 08:47,12.650863,14.978325,,,
04/11/2022 08:47,12.649606,14.958698,,,
04/11/2022 08:47,12.632173,14.954592,,,
04/11/2022 08:47,12.63225,14.946498,,,
04/11/2022 08:47,12.645189,14.94355,,,
04/11/2022 08:47,12.645684,14.940784,,,
04/11/2022 08:47,12.65065,14.939312,,,
04/11/2022 08:47,12.655719,14.939481,,,
04/11/2022 08:47,12.655927,14.94037,,,
04/11/2022 08:47,12.658436,14.939608,,,
04/11/2022 08:47,12.661278,14.941112,,,
04/11/2022 08:48,12.664767,14.94369,,,
04/11/2022 08:48,12.665073,14.944184,,,
04/11/2022 08:48,12.665277,14.943697,,,
04/11/2022 08:48,12.666178,14.943073,,,
04/11/2022 08:48,12.6671,14.940095,,,
04/11/2022 08:48,12.665713,14.922019,,,
04/11/2022 08:48,12.661225,14.923566,,,
04/11/2022 08:48,12.660972,14.949288,,,
04/11/2022 08:48,12.660877,14.949072,,,
04/11/2022 08:48,12.657352,14.948519,,,
04/11/2022 08:48,12.647198,14.95354,,,
04/11/2022 08:48,12.615731,14.965103,,,
04/11/2022 08:49,12.616411,14.999417,,,
04/11/2022 08:49,12.619428,15.016878,,,
04/11/2022 08:49,12.61938,15.0345,,,
04/11/2022 08:49,12.616536,15.033762,,,
04/11/2022 08:49,12.617906,15.030327,,,
04/11/2022 08:49,12.636958,15.029494,,,
04/11/2022 08:49,12.644467,15.034756,,,
04/11/2022 08:49,12.653697,15.041288,,,
04/11/2022 08:49,12.672677,15.040588,,,
04/11/2022 08:49,12.718308,15.039894,,,
04/11/2022 08:49,12.738923,15.03407,,,
04/11/2022 08:49,12.763822,14.960066,,,
04/11/2022 08:50,12.792195,14.905586,,,
04/11/2022 08:50,12.805716,14.897217,,,
04/11/2022 08:50,12.800433,14.904955,,,
04/11/2022 08:50,12.790048,14.920864,,,
04/11/2022 08:50,12.773483,14.936012,,,
04/11/2022 08:50,12.765498,14.954402,,,
04/11/2022 08:50,12.766553,14.968875,,,
04/11/2022 08:50,12.772109,14.984542,,,
04/11/2022 08:50,12.782217,14.986202,,,
04/11/2022 08:50,12.797167,14.979452,,,
04/11/2022 08:50,12.802902,14.97854,,,
04/11/2022 08:50,12.802922,14.973608,,,
04/11/2022 08:51,12.803612,14.960717,,,
04/11/2022 08:51,12.801684,14.947562,,,
04/11/2022 08:51,12.800172,14.949862,,,
04/11/2022 08:51,12.798883,14.951356,,,
04/11/2022 08:51,12.7979,14.952044,,,
04/11/2022 08:51,12.787163,14.95542,,,
04/11/2022 08:51,12.783028,14.963639,,,
04/11/2022 08:51,12.782755,14.967867,,,
